Table 1
NAME,GEOID,state_name,"Auto/Retail Debt Delinquency Rate, All","Auto/Retail Debt Delinquency Rate, Communities of Color","Auto/Retail Debt Delinquency Rate, Majority White Communities","Share of Subprime Consumers with Auto/Retail Delinquencies, All","Share of Near-Prime Consumers with Auto/Retail Delinquencies, All","Share of Prime Consumers with Auto/Retail Delinquencies, All","Share with Open Auto Debt, All","Share with Open Auto Debt, Communities of Color","Share with Open Auto Debt, Majority White Communities","Share with Open Auto/Retail Debt, All","Share with Open Auto/Retail Debt, Communities of Color","Share with Open Auto/Retail Debt, Majority White Communities","% population in rural areas, 2010 (Census)",poc_pct,"Average household income, 2019 (ACS)","Average non-white household income, 2019 (ACS)","Average white, non-Hispanic household income, 2019 (ACS)"
"Oconee County, South Carolina",45073,South Carolina,.0541401,n/a**,.0527449,.2323232,.0273224,0,.2781557,n/a**,.2800926,.3507181,n/a**,.3530093,.649213,.1556212,74520,56280,76820
"Orangeburg County, South Carolina",45075,South Carolina,.1046931,.1228501,.04,.2738386,.0165975,0,.2790352,.2774095,.3107345,.4029685,.4043855,.4180791,.6377769,.6671799,52664,42815,69706
"Pickens County, South Carolina",45077,South Carolina,.0536212,n/a**,.0534083,.2419355,.0033445,.0012092,.2687609,n/a**,.2712982,.3532785,n/a**,.3559838,.3579229,.1430069,66080,47986,68370
"Richland County, South Carolina",45079,South Carolina,.0823098,.1072543,.0440565,.2645114,.015448,.0017346,.2972436,.2935808,.2794835,.377535,.3808944,.3420373,.0907039,.5864359,76348,59744,98055
"Saluda County, South Carolina",45081,South Carolina,.0983607,n/a**,.0754717,.3529412,n/a*,0,.2536383,n/a**,.2482759,.3762994,n/a**,.3655172,.805283,.4172782,60021,42727,68768
"Spartanburg County, South Carolina",45083,South Carolina,.0686393,.1813471,.0516582,.2640777,.0117233,0,.2934897,.2070896,.3131077,.3867124,.3358209,.4010113,.2743232,.3223791,71932,53727,79271
"Sumter County, South Carolina",45085,South Carolina,.0787837,.0909091,n/a*,.2572115,.0217391,0,.2934656,.318612,.4722222,.4130688,.4416404,.5138889,.3196564,.5483294,61173,48586,75441
"Union County, South Carolina",45087,South Carolina,.1081081,n/a*,.1080332,.3333333,.0113636,0,.2299349,n/a*,.2287293,.3915401,n/a*,.3900552,.6535686,.354056,54837,49670,57500
"Williamsburg County, South Carolina",45089,South Carolina,.0952381,.1210938,n/a*,.2706767,0,0,.2613636,.2427184,n/a*,.4215909,.4029126,n/a*,.819365,.6876197,44987,39395,56016
"York County, South Carolina",45091,South Carolina,.0516676,n/a**,.0448239,.2549857,.0115774,.0004417,.321797,n/a**,.3224306,.4008874,n/a**,.3924997,.2295498,.2951571,93013,69336,102305
"Aurora County, South Dakota",46003,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2926829,n/a**,.2926829,.4268293,n/a**,.4268293,1,.1172638,88305,66189,90850
"Beadle County, South Dakota",46005,South Dakota,.0133333,n/a**,.0133333,n/a*,n/a*,0,.3339131,n/a**,.3339131,.3895652,n/a**,.3895652,.2736521,.230786,66624,48003,69471
"Bennett County, South Dakota",46007,South Dakota,n/a*,n/a*,n/a**,n/a*,n/a*,n/a*,.48,n/a*,n/a**,.52,n/a*,n/a**,1,.6677372,58638,45932,69257
"Bon Homme County, South Dakota",46009,South Dakota,.0379747,n/a**,.0379747,n/a*,n/a*,.0151515,.3282828,n/a**,.3282828,.3939394,n/a**,.3939394,1,.1316207,65314,76640,64897
"Brookings County, South Dakota",46011,South Dakota,.0031949,n/a**,.0031949,n/a*,n/a*,0,.2800441,n/a**,.2815965,.3450937,n/a**,.3470066,.2966682,.0977428,72925,50003,74657
"Brown County, South Dakota",46013,South Dakota,.0149813,n/a**,.0150094,.1129032,.0133333,0,.385906,n/a**,.3903061,.443792,n/a**,.4489796,.2889053,.1287678,77927,46905,81714
"Brule County, South Dakota",46015,South Dakota,.0447761,n/a**,.0447761,n/a*,n/a*,n/a*,.3313253,n/a**,.3313253,.3975904,n/a**,.3975904,1,.1599468,79750,92055,78027
"Buffalo County, South Dakota",46017,South Dakota,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,1,.8632774,41952,38267,56341
"Butte County, South Dakota",46019,South Dakota,.0142857,n/a**,.0142857,n/a*,n/a*,0,.3701299,n/a**,.3701299,.4512987,n/a**,.4512987,.4817013,.0880196,64689,29562,67573
"Campbell County, South Dakota",46021,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.254902,n/a**,.254902,.2941177,n/a**,.2941177,1,.0188552,70862,50280,71016
"Charles Mix County, South Dakota",46023,South Dakota,.0291262,n/a*,n/a*,n/a*,n/a*,0,.2972973,n/a*,.3392857,.3976834,n/a*,.4375,1,.3744785,62863,39486,69634
"Clark County, South Dakota",46025,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2,n/a**,.2,.2666667,n/a**,.2666667,1,.0640434,75254,45348,76778
"Clay County, South Dakota",46027,South Dakota,.0318471,n/a**,.0318471,n/a*,n/a*,0,.3407202,n/a**,.3407202,.4293629,n/a**,.4293629,.2432199,.127033,74027,25426,78991
"Codington County, South Dakota",46029,South Dakota,.0088496,n/a**,.0088496,n/a*,n/a*,0,.2957746,n/a**,.2957746,.3661972,n/a**,.3661972,.22463,.0723971,69425,74650,69140
"Corson County, South Dakota",46031,South Dakota,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.1898734,.2105263,n/a*,.2405063,.245614,n/a*,1,.7113253,55322,35775,85474
"Custer County, South Dakota",46033,South Dakota,.0140845,n/a**,.0140845,n/a*,n/a*,0,.293578,n/a**,.293578,.3256881,n/a**,.3256881,1,.1017319,73793,61838,74589
"Davison County, South Dakota",46035,South Dakota,.0170213,n/a**,.0170213,n/a*,n/a*,0,.3085271,n/a**,.3085271,.3627907,n/a**,.3627907,.2332342,.094107,72594,64972,73197
"Day County, South Dakota",46037,South Dakota,0,n/a**,0,n/a*,n/a*,0,.2751323,n/a**,.26,.3597884,n/a**,.34,1,.1407218,66831,41104,70059
"Deuel County, South Dakota",46039,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2790698,n/a**,.2790698,.3565891,n/a**,.3565891,1,.0386753,73019,62236,73240
"Dewey County, South Dakota",46041,South Dakota,.0740741,n/a*,n/a*,n/a*,n/a*,n/a*,.3076923,.2702703,n/a*,.3636364,.3243243,n/a*,.6408225,.8016458,58826,46862,86928
"Douglas County, South Dakota",46043,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2340426,n/a**,.2417582,.2765957,n/a**,.2857143,1,.0563332,75332,59123,76112
"Edmunds County, South Dakota",46045,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2589286,n/a**,.2589286,.3125,n/a**,.3125,1,.0391404,85855,42212,86341
"Fall River County, South Dakota",46047,South Dakota,.0186916,n/a**,.0186916,n/a*,n/a*,0,.2847682,n/a**,.2847682,.3543046,n/a**,.3543046,.4995771,.1536979,60879,47084,62345
"Faulk County, South Dakota",46049,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.4237288,n/a**,.4237288,.4915254,n/a**,.4915254,1,.0393599,65775,n/a**,65775
"Grant County, South Dakota",46051,South Dakota,.0104167,n/a**,.0104167,n/a*,n/a*,0,.28125,n/a**,.28125,.3710938,n/a**,.3710938,.5536976,.0741362,72741,45975,73859
"Gregory County, South Dakota",46053,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2411347,n/a**,.2411347,.3333333,n/a**,.3333333,1,.1227903,60278,35611,62628
"Haakon County, South Dakota",46055,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2804878,n/a**,.2804878,.3414634,n/a**,.3414634,1,.1080277,60639,61752,60602
"Hamlin County, South Dakota",46057,South Dakota,0,n/a**,0,n/a*,n/a*,0,.2890173,n/a**,.2890173,.3526012,n/a**,.3526012,1,.0648963,78183,61993,79461
"Hand County, South Dakota",46059,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2649573,n/a**,.2649573,.4188034,n/a**,.4188034,1,.0356265,71101,41361,72376
"Hanson County, South Dakota",46061,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3220339,n/a**,.3220339,.3813559,n/a**,.3813559,1,.0047073,73755,76844,73728
"Harding County, South Dakota",46063,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0788668,77628,n/a**,77628
"Hughes County, South Dakota",46065,South Dakota,.0393258,n/a**,.0406977,n/a*,n/a*,0,.3058824,n/a**,.3006012,.3470588,n/a**,.3426854,.2527318,.1778169,77468,38026,82419
"Hutchinson County, South Dakota",46067,South Dakota,.0133333,n/a**,.0133333,n/a*,n/a*,0,.2633929,n/a**,.264574,.3348214,n/a**,.3363229,1,.0530925,71469,45706,72209
"Hyde County, South Dakota",46069,South Dakota,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,1,.1205459,73326,59048,75131
"Jackson County, South Dakota",46071,South Dakota,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.4181818,n/a*,n/a*,.4727273,n/a*,n/a*,1,.6103343,44355,41011,46749
"Jerauld County, South Dakota",46073,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.055005,92714,49997,94302
"Jones County, South Dakota",46075,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0706179,55466,24660,56642
"Kingsbury County, South Dakota",46077,South Dakota,0,n/a**,0,n/a*,n/a*,0,.3313954,n/a**,.3313954,.3953488,n/a**,.3953488,1,.0319579,76846,62408,77163
"Lake County, South Dakota",46079,South Dakota,.0069444,n/a**,.0069444,n/a*,n/a*,0,.3459302,n/a**,.3459302,.4186046,n/a**,.4186046,.44875,.0677833,84253,113821,82973
"Lawrence County, South Dakota",46081,South Dakota,.0185185,n/a**,.0186335,n/a*,n/a*,0,.3563502,n/a**,.3569652,.3995068,n/a**,.4004975,.3688426,.0914515,71800,39237,74003
"Lincoln County, South Dakota",46083,South Dakota,.0085262,n/a**,.0085262,.1206897,0,0,.3853503,n/a**,.3853503,.4341826,n/a**,.4341826,.2926519,.0702143,110988,125488,110358
"Lyman County, South Dakota",46085,South Dakota,n/a*,n/a*,n/a*,n/a*,n/a*,n/a*,.3944954,n/a*,.3717949,.4220183,n/a*,.3974359,1,.4443867,62520,43541,71538
"McCook County, South Dakota",46087,South Dakota,0,n/a**,0,n/a*,n/a*,n/a*,.2530864,n/a**,.2530864,.345679,n/a**,.345679,1,.06615,73235,39751,75600
"McPherson County, South Dakota",46089,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2142857,n/a**,.2142857,.2714286,n/a**,.2714286,1,.04963,63173,62107,63217
"Marshall County, South Dakota",46091,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3451327,n/a**,.3529412,.4070796,n/a**,.4215686,1,.1701084,76214,47369,79224
"Meade County, South Dakota",46093,South Dakota,.0133333,n/a**,.0135135,n/a*,0,0,.3755869,n/a**,.3739645,.4389671,n/a**,.4366864,.3799638,.1242919,70606,55862,72194
"Mellette County, South Dakota",46095,South Dakota,n/a*,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,1,.6145224,42062,21653,60530
"Miner County, South Dakota",46097,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3648649,n/a**,.3648649,.4459459,n/a**,.4459459,1,.049299,64813,35656,65313
"Minnehaha County, South Dakota",46099,South Dakota,.0228824,n/a**,.022755,.1622517,.0178571,.00054,.3356067,n/a**,.3393437,.392387,n/a**,.397011,.136362,.1749261,81628,65450,83902
"Moody County, South Dakota",46101,South Dakota,.0263158,n/a**,.0263158,n/a*,n/a*,0,.3333333,n/a**,.3333333,.4021164,n/a**,.4021164,1,.2319041,80039,70138,82217
"Oglala Lakota County, South Dakota",46102,South Dakota,.1875,.1875,n/a**,n/a*,n/a*,n/a*,.248731,.248731,n/a**,.3045685,.3045685,n/a**,.7997939,.9555633,45707,44580,69186
"Pennington County, South Dakota",46103,South Dakota,.0268097,n/a**,.0270088,.2173913,0,0,.3282683,n/a**,.3301435,.3877391,n/a**,.3904838,.208018,.2009667,77493,58922,80735
"Perkins County, South Dakota",46105,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.2083333,n/a**,.2083333,.3,n/a**,.3,1,.0576458,75636,92136,75009
"Potter County, South Dakota",46107,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.3050847,n/a**,.3103448,.3728814,n/a**,.3793103,1,.0846652,73182,32814,75302
"Roberts County, South Dakota",46109,South Dakota,.0618557,.0655738,n/a*,n/a*,n/a*,0,.267148,.2650602,.2702703,.3465704,.3614458,.3243243,1,.4351123,67130,43533,77916
"Sanborn County, South Dakota",46111,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.4473684,n/a**,.4473684,.5263158,n/a**,.5263158,1,.0596889,78357,59247,79063
"Spink County, South Dakota",46115,South Dakota,.03125,n/a**,.03125,n/a*,n/a*,0,.3915094,n/a**,.3915094,.4528302,n/a**,.4528302,1,.0629338,84615,46655,85839
"Stanley County, South Dakota",46117,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,.377551,n/a**,.377551,.4081633,n/a**,.4081633,.4251517,.1193238,97659,75861,100563
"Sully County, South Dakota",46119,South Dakota,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,n/a*,1,.0398467,91160,43375,92189
"Todd County, South Dakota",46121,South Dakota,.1296296,.1296296,n/a**,n/a*,n/a*,n/a*,.2777778,.2777778,n/a**,.3,.3,n/a**,1,.9206474,37044,32073,65377
"Tripp County, South Dakota",46123,South Dakota,.0136986,n/a**,.0138889,n/a*,n/a*,0,.36,n/a**,.3668639,.4171429,n/a**,.4260355,.4849398,.1910956,64130,29245,68931
"Turner County, South Dakota",46125,South Dakota,.0185185,n/a**,.0185185,n/a*,n/a*,0,.3068592,n/a**,.3068592,.3898917,n/a**,.3898917,1,.0473494,72813,60490,73076
"Union County, South Dakota",46127,South Dakota,.015,n/a**,.015,n/a*,n/a*,0,.3376866,n/a**,.3376866,.3712687,n/a**,.3712687,.6139315,.0789953,98464,143991,95278
"Walworth County, South Dakota",46129,South Dakota,.03125,n/a**,.03125,n/a*,n/a*,n/a*,.2613636,n/a**,.2613636,.3636364,n/a**,.3636364,.3642883,.2094557,76908,53395,82078
"Yankton County, South Dakota",46135,South Dakota,.0181159,n/a**,.0181159,n/a*,n/a*,0,.3347398,n/a**,.3347398,.3881857,n/a**,.3881857,.3476691,.1156403,75604,43819,78133
"Ziebach County, South Dakota",46137,South Dakota,n/a*,n/a*,n/a**,n/a*,n/a*,n/a*,n/a*,n/a*,n/a**,n/a*,n/a*,n/a**,.7354516,.7646005,52721,42990,73559
"Anderson County, Tennessee",47001,Tennessee,.0514776,n/a**,.0519231,.2105263,.006135,.0015649,.3240076,n/a**,.3260369,.3920605,n/a**,.3947773,.3466172,.1089126,65367,55110,66689
"Bedford County, Tennessee",47003,Tennessee,.0521739,n/a**,.0527241,.2295082,.0080645,.0030395,.2763514,n/a**,.2780822,.3824324,n/a**,.3835616,.5560167,.2319639,67937,49703,71705
"Benton County, Tennessee",47005,Tennessee,.0502513,n/a**,.0502513,n/a*,n/a*,0,.2728938,n/a**,.2728938,.3626374,n/a**,.3626374,.7845837,.0726766,51053,34659,52194
"Bledsoe County, Tennessee",47007,Tennessee,.0275862,n/a**,.0275862,n/a*,n/a*,0,.2578313,n/a**,.2578313,.346988,n/a**,.346988,1,.1205177,59740,42280,60581
"Blount County, Tennessee",47009,Tennessee,.0316921,n/a**,.0313212,.1909722,.0031646,0,.3283683,n/a**,.3293127,.3949447,n/a**,.3959945,.3263149,.0905739,75208,63121,76037
"Bradley County, Tennessee",47011,Tennessee,.0428683,n/a**,.0417981,.2304348,.0078125,0,.3005303,n/a**,.3037327,.3721273,n/a**,.3759783,.3297192,.1451172,66632,50759,69003
"Campbell County, Tennessee",47013,Tennessee,.0427509,n/a**,.0427509,.1803279,.009434,0,.320711,n/a**,.320711,.4119011,n/a**,.4119011,.550226,.0369123,57568,39826,58037
"Cannon County, Tennessee",47015,Tennessee,.0437158,n/a**,.0437158,n/a*,n/a*,0,.3017241,n/a**,.3017241,.3922414,n/a**,.3922414,.811318,.0588235,65733,49711,66565
"Carroll County, Tennessee",47017,Tennessee,.0668693,n/a**,.0681115,.3174603,.0246914,0,.2693182,n/a**,.2672811,.3693182,n/a**,.3675115,.8305869,.1543068,55465,44964,57141
"Carter County, Tennessee",47019,Tennessee,.057931,n/a**,.0568655,.2564103,.0068027,.0023697,.2960348,n/a**,.2995595,.3889191,n/a**,.3926212,.4096545,.0521326,52993,43703,53403
"Cheatham County, Tennessee",47021,Tennessee,.0335306,n/a**,.0335306,.1927711,0,.002924,.3356918,n/a**,.3356918,.3930818,n/a**,.3930818,.8296126,.0745875,72891,53565,74064
"Chester County, Tennessee",47023,Tennessee,.0721154,n/a**,.0721154,n/a*,n/a*,0,.3031496,n/a**,.3037475,.4035433,n/a**,.4043393,.6524429,.1453752,61924,42155,65242
"Claiborne County, Tennessee",47025,Tennessee,.0369515,n/a**,.0358852,.1764706,.0121951,0,.3116279,n/a**,.3122568,.3972093,n/a**,.4007782,.7155496,.0480903,50667,28785,51488
"Clay County, Tennessee",47027,Tennessee,0,n/a**,0,n/a*,n/a*,n/a*,.2012195,n/a**,.2012195,.3719512,n/a**,.3719512,1,.0559185,46349,32360,46979
"Cocke County, Tennessee",47029,Tennessee,.0687623,n/a**,.0701403,.2287582,0,0,.2745253,n/a**,.2753859,.3931962,n/a**,.3956133,.6753126,.0674505,49875,66596,49059
"Coffee County, Tennessee",47031,Tennessee,.049635,n/a**,.0472674,.2222222,.0072464,.0024814,.2772973,n/a**,.2791209,.3648649,n/a**,.367033,.4728957,.116231,66968,57324,67995
"Crockett County, Tennessee",47033,Tennessee,.0662651,n/a**,.06875,n/a*,n/a*,0,.276087,n/a**,.2747748,.35,n/a**,.3490991,.6737968,.2607126,60132,50964,62567
"Cumberland County, Tennessee",47035,Tennessee,.0430248,n/a**,.0426099,.2421875,.0153846,0,.2506951,n/a**,.2522608,.3526413,n/a**,.354593,.6089237,.0557282,58761,54217,58914
"Davidson County, Tennessee",47037,Tennessee,.04792,.0860495,.0303138,.2283814,.0112179,.0002381,.2469489,.2293922,.2477074,.3046141,.3101582,.2964385,.0341194,.4396955,92592,67351,108301
"Decatur County, Tennessee",47039,Tennessee,.0538462,n/a**,.0538462,n/a*,n/a*,0,.2521246,n/a**,.2521246,.3597734,n/a**,.3597734,1,.0858292,58074,42398,59194
"DeKalb County, Tennessee",47041,Tennessee,.0548523,n/a**,.0548523,n/a*,n/a*,0,.2613293,n/a**,.2613293,.3519638,n/a**,.3519638,.7836885,.1201189,62873,46588,64440
"Dickson County, Tennessee",47043,Tennessee,.0422535,n/a**,.0423729,.2222222,.0071942,0,.3081834,n/a**,.3091759,.4068485,n/a**,.408533,.6775259,.1052582,70198,54327,71322
"Dyer County, Tennessee",47045,Tennessee,.0695652,n/a**,.0681319,.2711864,0,0,.2969858,n/a**,.3,.3998227,n/a**,.4018018,.4286422,.1999679,67860,55202,70424
"Fayette County, Tennessee",47047,Tennessee,.0496,n/a*,.0347594,.2857143,.0306122,0,.3381579,n/a*,.3486141,.4078947,n/a*,.3955224,.7904356,.3198138,84845,51972,98123
"Fentress County, Tennessee",47049,Tennessee,.0615942,n/a**,.0615942,.3018868,.0144928,0,.2326284,n/a**,.2326284,.4154079,n/a**,.4154079,1,.0348103,47004,33198,47405
"Franklin County, Tennessee",47051,Tennessee,.0485075,n/a**,.0485075,.24,.0172414,0,.2791388,n/a**,.2791388,.3934669,n/a**,.3934669,.6961659,.1161893,71134,49220,73398
"Gibson County, Tennessee",47053,Tennessee,.0483333,n/a**,.0487395,.2396694,0,0,.2969283,n/a**,.2963473,.4047782,n/a**,.4052378,.4771451,.2335459,57623,38439,62947
"Giles County, Tennessee",47055,Tennessee,.0703518,n/a**,.0703518,.3048781,.0277778,.0040984,.2487361,n/a**,.2492401,.3933266,n/a**,.3941236,.7374597,.1587161,62057,49677,63949
"Grainger County, Tennessee",47057,Tennessee,.0443038,n/a**,.0443038,.25,0,0,.3425034,n/a**,.3425034,.4291609,n/a**,.4291609,1,.0605169,58672,39208,59487
"Greene County, Tennessee",47059,Tennessee,.0473251,n/a**,.0475698,.2356021,.0053476,0,.3217735,n/a**,.3229814,.4183494,n/a**,.4205856,.6519446,.0695296,60317,51320,60852
"Grundy County, Tennessee",47061,Tennessee,.0791367,n/a**,.0791367,n/a*,n/a*,0,.270202,n/a**,.270202,.3434343,n/a**,.3434343,1,.1310701,54364,42808,56295
"Hamblen County, Tennessee",47063,Tennessee,.0619159,n/a**,.0613208,.2512821,.0243902,0,.3178808,n/a**,.3189655,.3982971,n/a**,.3994253,.218726,.1852897,58713,39054,62190
"Hamilton County, Tennessee",47065,Tennessee,.0483522,.1146384,.0345444,.2434128,.0081522,.0003811,.2965614,.2335025,.3075906,.358265,.3096447,.366641,.100222,.289112,82222,55625,91880
"Hancock County, Tennessee",47067,Tennessee,.0597015,n/a**,.0597015,n/a*,n/a*,n/a*,.2209302,n/a**,.2209302,.377907,n/a**,.377907,1,.0327919,55923,21137,56688
"Hardeman County, Tennessee",47069,Tennessee,.1027397,n/a*,.0625,.3214286,.0416667,0,.2808511,n/a*,.2544643,.4,n/a*,.3482143,.8020768,.4578469,51388,46085,54913
"Hardin County, Tennessee",47071,Tennessee,.0275229,n/a**,.0276074,.1666667,0,0,.2781609,n/a**,.2776498,.3747126,n/a**,.374424,.6792822,.0820922,59540,38272,61247
"Hawkins County, Tennessee",47073,Tennessee,.0579882,n/a**,.0579882,.2685714,.0060606,.0019802,.3328197,n/a**,.3328197,.4288649,n/a**,.4288649,.5786075,.0494604,57760,49611,58067
"Haywood County, Tennessee",47075,Tennessee,.1298701,.1314554,n/a*,.4225352,n/a*,0,.2946768,.3010526,n/a*,.4239544,.4315789,n/a*,.4741577,.5600068,51685,43488,62234
"Henderson County, Tennessee",47077,Tennessee,.0326797,n/a**,.0326797,.1612903,0,0,.261577,n/a**,.261577,.3804756,n/a**,.3804756,.7637653,.1259964,56861,38996,59381
"Henry County, Tennessee",47079,Tennessee,.0358127,n/a**,.0358127,.1911765,0,0,.2174721,n/a**,.2174721,.3327138,n/a**,.3327138,.6684813,.1269669,56585,43096,58170
"Hickman County, Tennessee",47081,Tennessee,.040678,n/a**,.0375427,.2105263,0,0,.2775564,n/a**,.2780749,.3877822,n/a**,.3877005,1,.0960384,62313,43151,63423
"Houston County, Tennessee",47083,Tennessee,.0430108,n/a**,.0430108,n/a*,n/a*,0,.3302326,n/a**,.3302326,.4186046,n/a**,.4186046,1,.0799853,56271,38726,57455
"Humphreys County, Tennessee",47085,Tennessee,.0322581,n/a**,.0322581,n/a*,n/a*,0,.2944162,n/a**,.2944162,.3620981,n/a**,.3620981,.8249002,.0753458,61050,40702,61913
"Jackson County, Tennessee",47087,Tennessee,.0322581,n/a**,.0322581,n/a*,n/a*,0,.2711443,n/a**,.2711443,.380597,n/a**,.380597,1,.0468242,48787,37709,49091
"Jefferson County, Tennessee",47089,Tennessee,.0652963,n/a**,.0652963,.2881356,.0205479,0,.3516603,n/a**,.3516603,.4452912,n/a**,.4452912,.5948801,.0777026,65086,53049,65691
"Johnson County, Tennessee",47091,Tennessee,.0577778,n/a**,.0577778,n/a*,n/a*,0,.2873134,n/a**,.2873134,.4141791,n/a**,.4141791,.8521158,.0770574,54024,31382,54739
"Knox County, Tennessee",47093,Tennessee,.0371975,n/a*,.0338527,.2133479,.010627,.0002715,.3052514,.1666667,.3116441,.3608656,.2564103,.364933,.1092137,.1821808,83334,59161,87891
"Lake County, Tennessee",47095,Tennessee,.0535714,n/a**,.0535714,n/a*,n/a*,n/a*,.245283,n/a**,.245283,.3396226,n/a**,.3396226,1,.3331982,55768,48957,57706
"Lauderdale County, Tennessee",47097,Tennessee,.0825083,n/a**,.0839416,.2604167,0,0,.2826667,n/a**,.2714078,.3946667,n/a**,.3875181,.5866259,.393705,50842,40826,56628
"Lawrence County, Tennessee",47099,Tennessee,.0535332,n/a**,.0535332,.2371134,.0125,0,.2406986,n/a**,.2406986,.3485194,n/a**,.3485194,.7587714,.067481,56783,68740,56256
"Lewis County, Tennessee",47101,Tennessee,.0833333,n/a**,.0833333,n/a*,n/a*,0,.2830688,n/a**,.2830688,.3994709,n/a**,.3994709,.701916,.0668496,52710,44830,53049
"Lincoln County, Tennessee",47103,Tennessee,.0424628,n/a**,.0424628,.2134831,0,.0034965,.2929991,n/a**,.2929991,.4053587,n/a**,.4053587,.7248883,.1317062,66693,47727,69084
"Loudon County, Tennessee",47105,Tennessee,.0467153,n/a**,.0467153,.3092783,.02,0,.3034934,n/a**,.3034934,.371179,n/a**,.371179,.406129,.1230608,77210,69074,77819
"McMinn County, Tennessee",47107,Tennessee,.0517241,n/a**,.0522496,.2281879,.0136054,0,.2812155,n/a**,.2817216,.380663,n/a**,.3812186,.6034133,.1078733,58406,60232,58221
"McNairy County, Tennessee",47109,Tennessee,.0555556,n/a**,.0555556,.2575758,0,.0054945,.2879708,n/a**,.2879708,.3888214,n/a**,.3888214,.8527325,.1019192,51976,39360,53102
"Macon County, Tennessee",47111,Tennessee,.0570571,n/a**,.0570571,.2575758,.0235294,0,.2609787,n/a**,.2609787,.4140527,n/a**,.4140527,.795712,.0813271,57564,34115,59217
"Madison County, Tennessee",47113,Tennessee,.0791489,n/a*,.0447761,.3144876,.0165289,0,.278116,n/a*,.3189655,.3687921,n/a*,.424569,.258266,.4424584,61377,44758,73549
"Marion County, Tennessee",47115,Tennessee,.0625,n/a**,.0625,.3037975,0,0,.287037,n/a**,.287037,.3899177,n/a**,.3899177,.7701597,.0828369,61823,51429,62644
"Marshall County, Tennessee",47117,Tennessee,.0445545,n/a**,.0445545,.2098765,0,0,.2801095,n/a**,.2801095,.3622263,n/a**,.3622263,.6582291,.1514333,65012,47600,67240
"Maury County, Tennessee",47119,Tennessee,.0364697,n/a**,.0367377,.1950208,.0087719,0,.3048378,n/a**,.3055632,.3738318,n/a**,.3736507,.4159296,.2070975,80635,63333,84930
"Meigs County, Tennessee",47121,Tennessee,.0423729,n/a**,.0423729,n/a*,n/a*,0,.2879747,n/a**,.2879747,.3670886,n/a**,.3670886,1,.0589888,59132,74217,58338
"Monroe County, Tennessee",47123,Tennessee,.053407,n/a**,.053407,.2616822,0,.0030303,.2634771,n/a**,.2641892,.3578167,n/a**,.3587838,.7607538,.0895276,56518,46259,57245
"Montgomery County, Tennessee",47125,Tennessee,.0550792,n/a**,.0382294,.2313433,.0136986,.0005634,.4022663,n/a**,.396035,.4718288,n/a**,.4550484,.1974224,.3796012,71883,56990,80361
"Moore County, Tennessee",47127,Tennessee,.0142857,n/a**,.0142857,n/a*,n/a*,n/a*,.3619632,n/a**,.3619632,.4294479,n/a**,.4294479,.9987425,.0741612,75473,45710,77497
"Morgan County, Tennessee",47129,Tennessee,.0510949,n/a**,.0510949,.2321429,.0133333,0,.3095975,n/a**,.3095975,.4179567,n/a**,.4179567,.998863,.0794616,57062,32692,57508
